source,target,weight,typetrans,fraud
C1418055040,M1053599405,13.04,es_health,0
C1178726445,M50039827,76.49,es_health,0
C1202857292,M348934600,32.44,es_transportation,0
C896659218,M480139044,103.34,es_health,0
C145230032,M1053599405,59.3,es_health,0
C1421006824,M1053599405,81.89,es_health,0
C82079505,M85975013,36.81,es_food,0
C442137737,M348934600,34.97,es_transportation,0
C959506480,M855959430,7.8,es_hyper,0
C660232446,M692898500,53.95,es_health,0
C1425441042,M855959430,63.18,es_hyper,0
C456338836,M209847108,65.36,es_wellnessandbeauty,0
C1747786179,M547558035,8.83,es_fashion,0
C834963773,M2122776122,667.76,es_home,1
C1871220408,M2122776122,135.72,es_home,1
C450299456,M1198415165,42.21,es_wellnessandbeauty,0
C2134625729,M151143676,45.27,es_barsandrestaurants,0
C261398093,M85975013,7.03,es_food,0
C105845174,M1352454843,127.24,es_hotelservices,0
C200459252,M151143676,21.25,es_barsandrestaurants,0
C481108455,M209847108,108.47,es_wellnessandbeauty,0
C1186953291,M1823072687,16.51,es_transportation,0
C1143300850,M1600850729,29.18,es_fashion,0
C1902104464,M1649169323,427.76,es_sportsandtoys,1
C546386486,M1198415165,254.31,es_wellnessandbeauty,1
C704456922,M1198415165,136.53,es_wellnessandbeauty,1
C546386486,M348934600,8.68,es_transportation,0
C1582366224,M348934600,24.82,es_transportation,0
C343535530,M1888755466,32.03,es_otherservices,0
C1085056650,M732195782,813.14,es_travel,1
C366397964,M732195782,5736.56,es_travel,1
C573965612,M348934600,11.25,es_transportation,0
C844005460,M1888755466,72.21,es_otherservices,0
C105013970,M855959430,48.16,es_hyper,0
C1089789227,M85975013,26.09,es_food,0
C546927133,M151143676,23.9,es_barsandrestaurants,0
C586830923,M209847108,16.45,es_wellnessandbeauty,0
C1885719603,M1823072687,33.94,es_transportation,0
C597262762,M348934600,41.59,es_transportation,0
C1457092141,M151143676,78.94,es_barsandrestaurants,0
C1735920391,M209847108,11.14,es_wellnessandbeauty,0
C167330970,M677738360,56.58,es_contents,0
C322802193,M855959430,52.52,es_hyper,0
C801383032,M1823072687,25.34,es_transportation,0
C1956819896,M1600850729,149.19,es_fashion,0
C1876642037,M855959430,17.9,es_hyper,0
C677660361,M348934600,54.49,es_transportation,0
C968150727,M17379832,386.87,es_sportsandtoys,1
C375144053,M17379832,277.08,es_sportsandtoys,1
C1484585237,M78078399,0.87,es_wellnessandbeauty,0
C1187730955,M85975013,9.33,es_food,0
C1656946498,M151143676,19.56,es_barsandrestaurants,0
C1100289413,M480139044,51.98,es_health,0
C1337135199,M1198415165,66.57,es_wellnessandbeauty,0
C1453275851,M1400236507,89.64,es_home,0
C1514973352,M1823072687,22.59,es_transportation,0
C1100276718,M85975013,15.78,es_food,0
C181111540,M1600850729,29.95,es_fashion,0
C1977646698,M349281107,22.34,es_fashion,0
C1470676414,M209847108,77.6,es_wellnessandbeauty,0
C509546455,M151143676,12.94,es_barsandrestaurants,0
C1055224400,M1946091778,19.28,es_wellnessandbeauty,0
C1273110804,M855959430,78.22,es_hyper,0
C1978250683,M923029380,377.26,es_home,1
C1460082550,M923029380,69.62,es_home,1
C1753498738,M45060432,205.5,es_hotelservices,0
C164104645,M85975013,66.2,es_food,0
C1821681988,M85975013,1.8,es_food,0
C1791559714,M151143676,6.12,es_barsandrestaurants,0
C337291476,M349281107,58.14,es_fashion,0
C586110529,M1535107174,28.5,es_wellnessandbeauty,0
C1543555122,M1535107174,30.12,es_wellnessandbeauty,0
C630392370,M348934600,53.07,es_transportation,0
C976209265,M1649169323,65.81,es_sportsandtoys,0
C1269635185,M1823072687,8.29,es_transportation,0
C656851338,M209847108,3.23,es_wellnessandbeauty,0
C615281750,M980657600,529.78,es_sportsandtoys,1
C1921196241,M209847108,32.47,es_wellnessandbeauty,0
C1956908177,M348934600,22.11,es_transportation,0
C1370669821,M1888755466,13.21,es_otherservices,1
C211657450,M1888755466,289.54,es_otherservices,1
C1350068848,M1053599405,182.94,es_health,0
C279936687,M480139044,466.47,es_health,1
C630302845,M480139044,265.75,es_health,1
C1988025089,M855959430,52.65,es_hyper,0
C1597422235,M1600850729,44.7,es_fashion,0
C1088464518,M1649169323,145.67,es_sportsandtoys,0
C1153792315,M50039827,40.12,es_health,0
C1668825144,M547558035,161.56,es_fashion,1
C1382187685,M547558035,4.35,es_fashion,1
C23049140,M209847108,89.5,es_wellnessandbeauty,0
C1228152586,M209847108,184.38,es_wellnessandbeauty,0
C1354206365,M151143676,96.02,es_barsandrestaurants,0
C970704037,M1600850729,34.13,es_fashion,0
C187965576,M348934600,31.56,es_transportation,0
C85388733,M1535107174,58.47,es_wellnessandbeauty,0
C90085212,M209847108,4.75,es_wellnessandbeauty,0
C1440340988,M480139044,98.25,es_health,0
C1524019070,M209847108,41.5,es_wellnessandbeauty,0
C150891114,M1198415165,29.91,es_wellnessandbeauty,0
C1136761152,M1888755466,27.98,es_otherservices,0
C877486986,M480139044,97.26,es_health,0
C1876476635,M1600850729,37.29,es_fashion,0
C571254990,M480139044,212.43,es_health,0
C1255236689,M855959430,46.56,es_hyper,0
C1780497356,M348934600,17.4,es_transportation,0
C143498560,M348934600,49.76,es_transportation,0
C5377162,M1535107174,55.04,es_wellnessandbeauty,0
C490238464,M1823072687,49.14,es_transportation,0
C65683893,M209847108,1.9,es_wellnessandbeauty,0
C359628860,M1842530320,54.77,es_tech,0
C1860775846,M1946091778,171.03,es_wellnessandbeauty,0
C1559339990,M1600850729,109.85,es_fashion,0
C251630036,M1053599405,51.59,es_health,0
C947315968,M1198415165,22.67,es_wellnessandbeauty,0
C662931726,M85975013,49.17,es_food,0
C1348957967,M1823072687,6.03,es_transportation,0
C923875417,M1600850729,102.45,es_fashion,0
C1987405562,M349281107,93.88,es_fashion,0
C346030769,M1198415165,7.37,es_wellnessandbeauty,0
C1214279601,M348934600,30.5,es_transportation,0
C1702053445,M1888755466,23.78,es_otherservices,0
C1342849651,M1294758098,414.86,es_leisure,1
C1256072323,M1741626453,112.42,es_sportsandtoys,0
C227554892,M348934600,17.15,es_transportation,0
C187514477,M209847108,92.12,es_wellnessandbeauty,0
C834739424,M348934600,21.04,es_transportation,0
C843090653,M209847108,64.08,es_wellnessandbeauty,0
C2117244434,M1535107174,9.3,es_wellnessandbeauty,0
C1284515419,M209847108,22.85,es_wellnessandbeauty,0
C297432139,M1535107174,99.7,es_wellnessandbeauty,0
C1499363341,M151143676,36.72,es_barsandrestaurants,0
C55178455,M1888755466,139.82,es_otherservices,0
C1008918174,M348875670,200.61,es_hotelservices,0
C1786430014,M85975013,54.59,es_food,0
C72452640,M1823072687,30.14,es_transportation,0
C846682077,M855959430,13.17,es_hyper,0
C2130327838,M1198415165,67.42,es_wellnessandbeauty,0
C2123693067,M209847108,34.26,es_wellnessandbeauty,0
C168710517,M1535107174,97.11,es_wellnessandbeauty,0
C902837455,M1649169323,22.33,es_sportsandtoys,0
C126603077,M1053599405,39.12,es_health,0
C1943108967,M151143676,64.78,es_barsandrestaurants,0
C1628244008,M1535107174,22.65,es_wellnessandbeauty,0
C1956971543,M1823072687,5.97,es_transportation,0
C52277164,M980657600,34.96,es_sportsandtoys,0
C525158878,M1313686961,30.04,es_contents,0
C1176114065,M209847108,123.35,es_wellnessandbeauty,0
C1538635916,M1649169323,258.21,es_sportsandtoys,0
C637831009,M85975013,27.39,es_food,0
C2035341190,M855959430,19.25,es_hyper,0
C1239061472,M1649169323,185.97,es_sportsandtoys,0
C1192557067,M692898500,38.07,es_health,0
C1408489165,M78078399,86.84,es_wellnessandbeauty,0
C1387070447,M78078399,12.13,es_wellnessandbeauty,0
C1736605496,M348934600,31.52,es_transportation,0
C647327489,M348934600,17.1,es_transportation,0
C1258454385,M1053599405,232.86,es_health,0
C781322360,M85975013,25.02,es_food,0
C792765429,M1535107174,8.84,es_wellnessandbeauty,0
C546957379,M855959430,63.52,es_hyper,0
C1903856065,M1198415165,36.2,es_wellnessandbeauty,0
C58324694,M45060432,145.9,es_hotelservices,0
C1952937534,M1823072687,17.82,es_transportation,0
C2038979642,M85975013,74.27,es_food,0
C767740583,M151143676,37.41,es_barsandrestaurants,0
C1643168823,M1946091778,26.93,es_wellnessandbeauty,0
C1035681921,M1823072687,8.33,es_transportation,0
C885208928,M1823072687,11.83,es_transportation,0
C2027310658,M547558035,47.4,es_fashion,0
C864725258,M78078399,6.18,es_wellnessandbeauty,0
C1092512638,M1946091778,39.98,es_wellnessandbeauty,0
C1897566795,M480139044,110.38,es_health,0
C395414939,M1741626453,137.29,es_sportsandtoys,0
C1939799337,M1823072687,64.43,es_transportation,0
C292682242,M85975013,77.73,es_food,0
C855082400,M855959430,34.07,es_hyper,0
C194859196,M1600850729,31.3,es_fashion,0
C1631162170,M855959430,65.71,es_hyper,0
C1143300850,M1823072687,25.32,es_transportation,0
C230958403,M1198415165,25.21,es_wellnessandbeauty,0
C597262762,M677738360,45.74,es_contents,0
C324333692,M855959430,11.93,es_hyper,0
C2029028090,M1649169323,102.64,es_sportsandtoys,0
C722887134,M209847108,24.73,es_wellnessandbeauty,0
C79727066,M1535107174,65.63,es_wellnessandbeauty,0
C465897830,M547558035,56.98,es_fashion,0
C1645579872,M78078399,64.46,es_wellnessandbeauty,0
C816519533,M85975013,10.8,es_food,0
C1189752912,M85975013,7.13,es_food,0
C323912860,M45060432,185.04,es_hotelservices,0
C1532733169,M78078399,82.3,es_wellnessandbeauty,0
C1309027409,M151143676,16.47,es_barsandrestaurants,0
C1998442183,M1649169323,12.59,es_sportsandtoys,0
C1487874353,M1946091778,66.01,es_wellnessandbeauty,0
C1445931696,M209847108,102.55,es_wellnessandbeauty,0
C1453275851,M349281107,0.33,es_fashion,0
C321375878,M480139044,1.43,es_health,0
C369046885,M85975013,4.1,es_food,0
C1585648581,M1913465890,48.33,es_health,0
C161101673,M85975013,33.04,es_food,0
C985780492,M480139044,59.9,es_health,0
C139784508,M349281107,18.06,es_fashion,0
C456338836,M1198415165,2.91,es_wellnessandbeauty,0
C842799656,M732195782,733.84,es_travel,0
C576453501,M1946091778,44.2,es_wellnessandbeauty,0
C746599731,M855959430,48.15,es_hyper,0
C2005671734,M1400236507,9.84,es_home,0
C1457092141,M1198415165,9.06,es_wellnessandbeauty,0
C545102882,M348934600,44.02,es_transportation,0
C1631162170,M1741626453,42.96,es_sportsandtoys,0
C1940107136,M692898500,58.55,es_health,0
C834963773,M1600850729,81.93,es_fashion,0
C1499701993,M1741626453,305.75,es_sportsandtoys,1
C898690183,M1741626453,862.53,es_sportsandtoys,1
C1679796651,M348934600,42.65,es_transportation,0
C986553990,M1823072687,4.95,es_transportation,0
C602544155,M855959430,51.46,es_hyper,0
C1418322275,M1946091778,11.78,es_wellnessandbeauty,0
C1385354747,M855959430,26.44,es_hyper,1
C1079254393,M855959430,78.51,es_hyper,1
C299858046,M1649169323,63.54,es_sportsandtoys,0
C1312615175,M480139044,189.56,es_health,0
C2117552812,M85975013,58.37,es_food,0
C24198147,M1872033263,43.78,es_home,0
C2001183195,M855959430,62.24,es_hyper,0
C727502065,M480139044,285.6,es_health,0
C1591612680,M85975013,31.58,es_food,0
C1020019215,M547558035,11.47,es_fashion,0
C1368438034,M1600850729,110.95,es_fashion,0
C1627004719,M855959430,67.75,es_hyper,0
C1754543106,M85975013,9.62,es_food,0
C1529207541,M348934600,2.2,es_transportation,0
C673048498,M151143676,83.17,es_barsandrestaurants,0
C1366869967,M1946091778,29.71,es_wellnessandbeauty,0
C64700533,M1600850729,52.05,es_fashion,0
C2016890783,M209847108,85.8,es_wellnessandbeauty,0
C371812005,M349281107,81.5,es_fashion,0
C978276840,M1823072687,23.56,es_transportation,0
C231044523,M85975013,17.57,es_food,0
C1982656265,M209847108,18.53,es_wellnessandbeauty,0
C132320296,M480139044,16.45,es_health,0
C1977646698,M1823072687,27.7,es_transportation,0
C267009229,M151143676,66.68,es_barsandrestaurants,0
C71120756,M151143676,40.35,es_barsandrestaurants,0
C1014124305,M1053599405,83.48,es_health,0
C2081591507,M151143676,104.96,es_barsandrestaurants,0
C851871528,M85975013,38.03,es_food,0
C1964602402,M151143676,1.76,es_barsandrestaurants,0
C371877246,M547558035,66.79,es_fashion,0
C1142118359,M1198415165,34.54,es_wellnessandbeauty,0
C1452020181,M151143676,17.16,es_barsandrestaurants,0
C1502804084,M1946091778,123.25,es_wellnessandbeauty,0
C2059136665,M1823072687,20.91,es_transportation,0
C436675850,M151143676,59.32,es_barsandrestaurants,0
C275926123,M17379832,116.03,es_sportsandtoys,1
C2113737065,M17379832,321.61,es_sportsandtoys,1
C441400844,M209847108,8.16,es_wellnessandbeauty,0
C795132749,M1600850729,48.99,es_fashion,0
C1999090638,M209847108,65.22,es_wellnessandbeauty,0
C820456300,M1913465890,231.81,es_health,0
C1434853621,M85975013,66.89,es_food,0
C430880678,M348934600,18.9,es_transportation,0
C785603838,M1823072687,23.72,es_transportation,0
C313157633,M495352832,5577.33,es_travel,1
C555482626,M495352832,2278.82,es_travel,1
C1171394321,M2122776122,3.14,es_home,0
C1800696439,M151143676,54.34,es_barsandrestaurants,0
C553121592,M480139044,107.49,es_health,0
C1896850232,M1823072687,4.56,es_transportation,0
C1081618305,M1946091778,74.63,es_wellnessandbeauty,0
C323996741,M348934600,5.12,es_transportation,0
C1607867760,M85975013,29.83,es_food,0
C1702053445,M480139044,45.3,es_health,0
C1155259690,M1913465890,9.76,es_health,0
C846609537,M1823072687,3.27,es_transportation,0
C614111561,M480139044,34.88,es_health,0
C92282564,M209847108,5.79,es_wellnessandbeauty,0
C1560259762,M1741626453,197.65,es_sportsandtoys,0
C1538635916,M1600850729,52.14,es_fashion,0
C546927133,M348934600,47.82,es_transportation,0
C1660043980,M209847108,139.5,es_wellnessandbeauty,0
C1650590141,M209847108,43.38,es_wellnessandbeauty,0
C423454023,M855959430,51.24,es_hyper,0
C2126563017,M1888755466,23.14,es_otherservices,0
C1860775846,M348934600,57.35,es_transportation,0
C207380283,M1053599405,255.24,es_health,0
C1299279378,M2122776122,345.18,es_home,1
C2136422351,M855959430,19.47,es_hyper,0
C1225717157,M1788569036,109.92,es_sportsandtoys,0
C798268011,M1872033263,102.56,es_home,0
C1452354279,M85975013,38.48,es_food,0
C1775611696,M1198415165,107.55,es_wellnessandbeauty,0
C249282739,M1823072687,53.63,es_transportation,0
C2084449024,M209847108,35.47,es_wellnessandbeauty,0
C764092576,M97925176,96.43,es_wellnessandbeauty,0
C1293579037,M980657600,129.57,es_sportsandtoys,1
C578309168,M85975013,26.47,es_food,0
C1337948674,M209847108,16.97,es_wellnessandbeauty,0
C27106217,M547558035,53.56,es_fashion,0
C862785719,M151143676,68.03,es_barsandrestaurants,0
C1947400039,M980657600,134.91,es_sportsandtoys,1
C864134074,M547558035,88.78,es_fashion,0
C741739992,M692898500,40.43,es_health,0
C970704037,M1823072687,33.96,es_transportation,0
C2003246685,M1649169323,185.43,es_sportsandtoys,0
C817389751,M1053599405,82.93,es_health,0
C1575599226,M855959430,2.9,es_hyper,0
C1701618194,M349281107,52.53,es_fashion,0
C696806398,M85975013,39.23,es_food,0
C1901383731,M85975013,14.46,es_food,0
C1389188684,M980657600,4.87,es_sportsandtoys,0
C409740988,M209847108,62.86,es_wellnessandbeauty,0
C1400578246,M1535107174,11.96,es_wellnessandbeauty,0
C2020967123,M923029380,162.19,es_home,0
C1089789227,M1400236507,74.13,es_home,0
C298468219,M1946091778,42.85,es_wellnessandbeauty,0
C175698222,M209847108,35.39,es_wellnessandbeauty,0
C1606614105,M855959430,69.56,es_hyper,0
C2073207955,M1535107174,74.0,es_wellnessandbeauty,0
C1273564839,M209847108,1.39,es_wellnessandbeauty,0
C588937224,M1649169323,31.96,es_sportsandtoys,0
C813472343,M1053599405,125.33,es_health,0
C1165343027,M480139044,4.87,es_health,0
C1295444668,M855959430,73.71,es_hyper,0
C1204046804,M1649169323,25.48,es_sportsandtoys,0
C279936687,M50039827,493.79,es_health,1
C1897313368,M50039827,520.11,es_health,1
C1208164294,M480139044,117.99,es_health,0
C2100371435,M923029380,31.42,es_home,0
C1175419672,M732195782,339.49,es_travel,0
C628112283,M855959430,11.06,es_hyper,0
C432013067,M855959430,67.92,es_hyper,0
C1191069340,M85975013,0.09,es_food,0
C775739646,M151143676,24.52,es_barsandrestaurants,0
C371396143,M1842530320,17.07,es_tech,0
C189036899,M547558035,46.42,es_fashion,0
C599675908,M480139044,7.87,es_health,1
C1383269171,M480139044,157.97,es_health,1
C1953142190,M1842530320,7.39,es_tech,0
C1886871597,M1198415165,41.89,es_wellnessandbeauty,0
C1981764666,M1535107174,64.85,es_wellnessandbeauty,0
C1039035065,M85975013,33.58,es_food,0
C1688605578,M855959430,23.49,es_hyper,0
C1819254965,M1352454843,22.78,es_hotelservices,0
C116386695,M1198415165,32.67,es_wellnessandbeauty,0
C677561666,M1053599405,17.03,es_health,0
C1702404555,M855959430,43.93,es_hyper,0
C1149179033,M855959430,46.49,es_hyper,0
C220904895,M1600850729,18.97,es_fashion,0
C638119430,M348934600,48.99,es_transportation,0
C167330970,M1823072687,22.2,es_transportation,0
C1259046770,M1842530320,101.32,es_tech,0
C418638324,M1823072687,42.98,es_transportation,0
C1139909458,M209847108,81.94,es_wellnessandbeauty,0
C1579865062,M1888755466,1.47,es_otherservices,0
C867847701,M349281107,6.25,es_fashion,0
C88292631,M1913465890,22.82,es_health,0
C272752096,M1823072687,26.48,es_transportation,0
C1557540123,M677738360,25.09,es_contents,0
C472989518,M209847108,106.47,es_wellnessandbeauty,0
C271457213,M1872033263,150.6,es_home,0
C1425441042,M348934600,16.82,es_transportation,0
C1379018843,M85975013,0.18,es_food,0
C351144071,M1535107174,88.57,es_wellnessandbeauty,0
C1126112663,M85975013,4.45,es_food,0
C1032319289,M85975013,80.16,es_food,0
C746604092,M85975013,27.05,es_food,0
C2015203999,M1823072687,17.76,es_transportation,0
C1450354557,M1600850729,53.29,es_fashion,0
C85075290,M855959430,33.75,es_hyper,0
C587216359,M923029380,74.88,es_home,0
C1086957388,M151143676,109.71,es_barsandrestaurants,0
C962830776,M50039827,218.71,es_health,0
C758849918,M855959430,31.68,es_hyper,0
C959506480,M348934600,9.15,es_transportation,0
C1904086644,M855959430,7.94,es_hyper,0
C1101633489,M348934600,23.61,es_transportation,0
C1214828746,M1535107174,126.28,es_wellnessandbeauty,0
C1644291222,M209847108,73.73,es_wellnessandbeauty,0
C1519265307,M1823072687,44.19,es_transportation,0
C1275518867,M855959430,78.33,es_hyper,1
C1852091130,M1600850729,42.86,es_fashion,0
C1464489812,M547558035,48.87,es_fashion,0
C1632932485,M85975013,30.68,es_food,0
C404536294,M855959430,50.83,es_hyper,0
C1809104609,M85975013,50.92,es_food,0
C100045114,M480139044,35.88,es_health,0
C607521473,M151143676,60.0,es_barsandrestaurants,0
C1477499235,M855959430,4.33,es_hyper,0
C899895612,M151143676,32.58,es_barsandrestaurants,0
C1821681988,M1823072687,32.24,es_transportation,0
C1141524074,M85975013,71.75,es_food,0
C1092512638,M348934600,13.66,es_transportation,0
C671392477,M349281107,50.46,es_fashion,0
C1940951230,M1400236507,143.87,es_home,0
C1541237057,M840466850,32.32,es_tech,0
C677202538,M348934600,58.99,es_transportation,0
C1744858817,M1748431652,404.65,es_wellnessandbeauty,1
C2110878299,M1748431652,578.0,es_wellnessandbeauty,1
C1453715655,M50039827,49.51,es_health,0
C150523972,M1535107174,112.81,es_wellnessandbeauty,0
C259158925,M85975013,21.2,es_food,0
C58324694,M348934600,11.26,es_transportation,0
C1772071898,M1053599405,13.02,es_health,0
C2014438912,M151143676,4.62,es_barsandrestaurants,0
C682298914,M855959430,57.37,es_hyper,0
C846682077,M85975013,2.03,es_food,0
C1402369177,M855959430,116.09,es_hyper,0
C1862240946,M1649169323,176.26,es_sportsandtoys,0
C707234445,M1946091778,51.22,es_wellnessandbeauty,0
C30336615,M151143676,45.46,es_barsandrestaurants,0
